,,DELAY_YES,DELAY_NO,TOTAL,DELAY_TO_NO_DELAY_RATIO,DELAY_PROB,DelayScore
ACV,8,28.0,118.0,146.0,0.23728813559322035,0.1917808219178082,3
ACY,8,26.0,65.0,91.0,0.4,0.2857142857142857,5
AEX,8,39.0,256.0,295.0,0.15234375,0.13220338983050847,2
AGS,8,85.0,302.0,387.0,0.2814569536423841,0.21963824289405684,3
ALB,8,182.0,508.0,690.0,0.35826771653543305,0.263768115942029,5
ALO,8,16.0,41.0,57.0,0.3902439024390244,0.2807017543859649,5
AMA,8,71.0,299.0,370.0,0.23745819397993312,0.1918918918918919,3
ANC,8,275.0,980.0,1255.0,0.28061224489795916,0.21912350597609562,3
APN,8,1.0,28.0,29.0,0.03571428571428571,0.034482758620689655,2
ASE,8,105.0,347.0,452.0,0.3025936599423631,0.2323008849557522,4
ATL,8,2152.0,9020.0,11172.0,0.2385809312638581,0.19262441818832796,3
ATW,8,89.0,289.0,378.0,0.3079584775086505,0.23544973544973544,4
AUS,8,937.0,3101.0,4038.0,0.30216059335698164,0.2320455671124319,4
AVL,8,151.0,440.0,591.0,0.3431818181818182,0.25549915397631134,5
AVP,8,61.0,236.0,297.0,0.2584745762711864,0.2053872053872054,3
AZA,8,1.0,13.0,14.0,0.07692307692307693,0.07142857142857142,2
AZO,8,63.0,216.0,279.0,0.2916666666666667,0.22580645161290322,4
BDL,8,491.0,1244.0,1735.0,0.3946945337620579,0.2829971181556196,5
BFF,8,11.0,42.0,53.0,0.2619047619047619,0.20754716981132076,3
BFL,8,47.0,157.0,204.0,0.29936305732484075,0.23039215686274508,4
BGM,8,20.0,63.0,83.0,0.31746031746031744,0.24096385542168675,4
BGR,8,104.0,282.0,386.0,0.36879432624113473,0.2694300518134715,5
BHM,8,307.0,1052.0,1359.0,0.29182509505703425,0.22590139808682855,4
BIL,8,74.0,247.0,321.0,0.29959514170040485,0.23052959501557632,4
BIS,8,56.0,297.0,353.0,0.18855218855218855,0.15864022662889518,2
BJI,8,5.0,62.0,67.0,0.08064516129032258,0.07462686567164178,2
BKG,8,4.0,9.0,13.0,0.4444444444444444,0.3076923076923077,5
BLI,8,12.0,97.0,109.0,0.12371134020618557,0.11009174311926606,2
BLV,8,4.0,5.0,9.0,0.8,0.4444444444444444,5
BMI,8,53.0,199.0,252.0,0.2663316582914573,0.21031746031746032,3
BNA,8,1050.0,3536.0,4586.0,0.29694570135746606,0.22895769733972962,4
BOI,8,280.0,949.0,1229.0,0.2950474183350896,0.22782750203417412,4
BOS,8,2680.0,5832.0,8512.0,0.45953360768175583,0.3148496240601504,5
BPT,8,11.0,68.0,79.0,0.16176470588235295,0.13924050632911392,2
BQK,8,9.0,82.0,91.0,0.10975609756097561,0.0989010989010989,2
BQN,8,45.0,90.0,135.0,0.5,0.3333333333333333,5
BRD,8,6.0,52.0,58.0,0.11538461538461539,0.10344827586206896,2
BRO,8,39.0,193.0,232.0,0.20207253886010362,0.16810344827586207,2
BTR,8,148.0,526.0,674.0,0.2813688212927757,0.2195845697329377,3
BTV,8,225.0,671.0,896.0,0.3353204172876304,0.25111607142857145,4
BUF,8,447.0,1454.0,1901.0,0.3074277854195323,0.23513940031562336,4
BUR,8,244.0,873.0,1117.0,0.27949599083619703,0.21844225604297224,3
BWI,8,1154.0,3125.0,4279.0,0.36928,0.26968917971488665,5
BZN,8,118.0,433.0,551.0,0.27251732101616627,0.21415607985480944,3
CAE,8,130.0,472.0,602.0,0.2754237288135593,0.2159468438538206,3
CAK,8,193.0,439.0,632.0,0.4396355353075171,0.30537974683544306,5
CGI,8,4.0,22.0,26.0,0.18181818181818182,0.15384615384615385,2
CHA,8,196.0,594.0,790.0,0.32996632996632996,0.2481012658227848,4
CHO,8,128.0,328.0,456.0,0.3902439024390244,0.2807017543859649,5
CHS,8,366.0,1454.0,1820.0,0.2517193947730399,0.2010989010989011,3
CID,8,170.0,601.0,771.0,0.28286189683860236,0.2204928664072633,3
CIU,8,7.0,51.0,58.0,0.13725490196078433,0.1206896551724138,2
CKB,8,16.0,38.0,54.0,0.42105263157894735,0.2962962962962963,5
CLE,8,787.0,2615.0,3402.0,0.30095602294455065,0.2313345091122869,4
CLL,8,49.0,153.0,202.0,0.3202614379084967,0.24257425742574257,4
CLT,8,1325.0,4781.0,6106.0,0.27713867391759045,0.2169996724533246,3
CMH,8,705.0,2589.0,3294.0,0.272305909617613,0.21402550091074682,3
CMI,8,48.0,148.0,196.0,0.32432432432432434,0.24489795918367346,4
CMX,8,26.0,33.0,59.0,0.7878787878787878,0.4406779661016949,5
CNY,8,17.0,35.0,52.0,0.4857142857142857,0.3269230769230769,5
COD,8,9.0,24.0,33.0,0.375,0.2727272727272727,5
COS,8,262.0,616.0,878.0,0.4253246753246753,0.2984054669703872,5
COU,8,49.0,115.0,164.0,0.4260869565217391,0.29878048780487804,5
CPR,8,8.0,47.0,55.0,0.1702127659574468,0.14545454545454545,2
CRP,8,110.0,377.0,487.0,0.2917771883289125,0.22587268993839835,4
CRW,8,100.0,295.0,395.0,0.3389830508474576,0.25316455696202533,4
CSG,8,25.0,92.0,117.0,0.2717391304347826,0.21367521367521367,3
CVG,8,806.0,2654.0,3460.0,0.3036925395629239,0.2329479768786127,4
CWA,8,48.0,189.0,237.0,0.25396825396825395,0.20253164556962025,3
DAB,8,77.0,231.0,308.0,0.3333333333333333,0.25,4
DAL,8,601.0,2228.0,2829.0,0.26974865350089766,0.21244255920820077,3
DAY,8,274.0,927.0,1201.0,0.29557713052858686,0.22814321398834306,4
DBQ,8,25.0,59.0,84.0,0.423728813559322,0.2976190476190476,5
DCA,8,1398.0,4022.0,5420.0,0.34758826454500247,0.25793357933579336,5
DEN,8,2097.0,6900.0,8997.0,0.30391304347826087,0.23307769256418806,4
DFW,8,1987.0,6456.0,8443.0,0.30777571251548946,0.2353428875991946,4
DHN,8,23.0,97.0,120.0,0.23711340206185566,0.19166666666666668,3
DLH,8,60.0,190.0,250.0,0.3157894736842105,0.24,4
DRO,8,58.0,231.0,289.0,0.2510822510822511,0.20069204152249134,3
DSM,8,308.0,867.0,1175.0,0.3552479815455594,0.2621276595744681,5
DTW,8,1324.0,5147.0,6471.0,0.2572372255682922,0.20460516148972338,3
EAU,8,12.0,47.0,59.0,0.2553191489361702,0.2033898305084746,3
ECP,8,80.0,343.0,423.0,0.23323615160349853,0.18912529550827423,2
EGE,8,13.0,72.0,85.0,0.18055555555555555,0.15294117647058825,2
ELP,8,262.0,904.0,1166.0,0.28982300884955753,0.22469982847341338,4
ERI,8,12.0,74.0,86.0,0.16216216216216217,0.13953488372093023,2
ESC,8,7.0,47.0,54.0,0.14893617021276595,0.12962962962962962,2
EUG,8,73.0,278.0,351.0,0.26258992805755393,0.20797720797720798,3
EVV,8,71.0,313.0,384.0,0.2268370607028754,0.18489583333333334,2
EWN,8,60.0,143.0,203.0,0.4195804195804196,0.2955665024630542,5
EWR,8,2312.0,3719.0,6031.0,0.6216724926055391,0.3833526778312054,5
EYW,8,22.0,156.0,178.0,0.14102564102564102,0.12359550561797752,2
FAI,8,76.0,156.0,232.0,0.48717948717948717,0.3275862068965517,5
FAR,8,89.0,403.0,492.0,0.22084367245657568,0.18089430894308944,2
FAT,8,197.0,694.0,891.0,0.2838616714697406,0.22109988776655443,3
FAY,8,83.0,255.0,338.0,0.3254901960784314,0.2455621301775148,4
FCA,8,54.0,243.0,297.0,0.2222222222222222,0.18181818181818182,2
FLG,8,21.0,80.0,101.0,0.2625,0.2079207920792079,3
FLL,8,1116.0,3486.0,4602.0,0.32013769363166955,0.242503259452412,4
FNT,8,47.0,241.0,288.0,0.1950207468879668,0.16319444444444445,2
FSD,8,96.0,411.0,507.0,0.23357664233576642,0.1893491124260355,3
FSM,8,42.0,135.0,177.0,0.3111111111111111,0.23728813559322035,4
FWA,8,145.0,376.0,521.0,0.38563829787234044,0.2783109404990403,5
GCC,8,10.0,47.0,57.0,0.2127659574468085,0.17543859649122806,2
GCK,8,6.0,56.0,62.0,0.10714285714285714,0.0967741935483871,2
GEG,8,189.0,583.0,772.0,0.3241852487135506,0.24481865284974094,4
GFK,8,14.0,175.0,189.0,0.08,0.07407407407407407,2
GGG,8,17.0,60.0,77.0,0.2833333333333333,0.22077922077922077,3
GJT,8,43.0,221.0,264.0,0.19457013574660634,0.16287878787878787,2
GNV,8,75.0,246.0,321.0,0.3048780487804878,0.2336448598130841,4
GPT,8,103.0,274.0,377.0,0.3759124087591241,0.27320954907161804,5
GRB,8,86.0,252.0,338.0,0.3412698412698413,0.25443786982248523,4
GRI,8,15.0,77.0,92.0,0.19480519480519481,0.16304347826086957,2
GRK,8,50.0,236.0,286.0,0.211864406779661,0.17482517482517482,2
GRR,8,324.0,1076.0,1400.0,0.30111524163568776,0.23142857142857143,4
GSO,8,285.0,779.0,1064.0,0.36585365853658536,0.26785714285714285,5
GSP,8,283.0,979.0,1262.0,0.28907048008171604,0.22424722662440572,4
GTF,8,21.0,113.0,134.0,0.18584070796460178,0.15671641791044777,2
GTR,8,15.0,66.0,81.0,0.22727272727272727,0.18518518518518517,2
GUC,8,8.0,11.0,19.0,0.7272727272727273,0.42105263157894735,5
HDN,8,11.0,24.0,35.0,0.4583333333333333,0.3142857142857143,5
HHH,8,22.0,71.0,93.0,0.30985915492957744,0.23655913978494625,4
HIB,8,1.0,52.0,53.0,0.019230769230769232,0.018867924528301886,1
HLN,8,15.0,76.0,91.0,0.19736842105263158,0.16483516483516483,2
HNL,8,271.0,1154.0,1425.0,0.23483535528596186,0.19017543859649122,3
HOB,8,8.0,50.0,58.0,0.16,0.13793103448275862,2
HOU,8,396.0,1449.0,1845.0,0.2732919254658385,0.2146341463414634,3
HPN,8,176.0,459.0,635.0,0.38344226579520696,0.27716535433070866,5
HRL,8,44.0,218.0,262.0,0.2018348623853211,0.16793893129770993,2
HSV,8,157.0,596.0,753.0,0.2634228187919463,0.20849933598937584,3
HTS,8,30.0,62.0,92.0,0.4838709677419355,0.32608695652173914,5
HVN,8,16.0,60.0,76.0,0.26666666666666666,0.21052631578947367,3
HYA,8,6.0,24.0,30.0,0.25,0.2,3
HYS,8,17.0,34.0,51.0,0.5,0.3333333333333333,5
IAD,8,992.0,2756.0,3748.0,0.3599419448476052,0.2646744930629669,5
IAH,8,1478.0,4593.0,6071.0,0.3217940344001742,0.24345247899851755,4
ICT,8,205.0,682.0,887.0,0.30058651026392963,0.23111612175873733,4
IDA,8,11.0,56.0,67.0,0.19642857142857142,0.16417910447761194,2
ILM,8,129.0,444.0,573.0,0.2905405405405405,0.225130890052356,4
IMT,8,6.0,50.0,56.0,0.12,0.10714285714285714,2
IND,8,763.0,2667.0,3430.0,0.28608923884514437,0.22244897959183674,3
INL,8,5.0,57.0,62.0,0.08771929824561403,0.08064516129032258,2
ISN,8,21.0,122.0,143.0,0.1721311475409836,0.14685314685314685,2
ISP,8,53.0,104.0,157.0,0.5096153846153846,0.3375796178343949,5
ITH,8,12.0,73.0,85.0,0.1643835616438356,0.1411764705882353,2
ITO,8,3.0,19.0,22.0,0.15789473684210525,0.13636363636363635,2
JAC,8,106.0,340.0,446.0,0.31176470588235294,0.23766816143497757,4
JAN,8,111.0,556.0,667.0,0.19964028776978418,0.1664167916041979,2
JAX,8,541.0,1587.0,2128.0,0.3408947700063012,0.2542293233082707,4
JFK,8,1810.0,3931.0,5741.0,0.4604426354617146,0.31527608430587006,5
JLN,8,21.0,52.0,73.0,0.40384615384615385,0.2876712328767123,5
JMS,8,13.0,40.0,53.0,0.325,0.24528301886792453,4
JNU,8,43.0,170.0,213.0,0.2529411764705882,0.20187793427230047,3
KOA,8,73.0,391.0,464.0,0.1867007672634271,0.15732758620689655,2
KTN,8,31.0,146.0,177.0,0.21232876712328766,0.1751412429378531,2
LAN,8,47.0,251.0,298.0,0.18725099601593626,0.15771812080536912,2
LAR,8,13.0,39.0,52.0,0.3333333333333333,0.25,4
LAS,8,1712.0,5694.0,7406.0,0.30066736916051984,0.23116392114501755,4
LAW,8,36.0,79.0,115.0,0.45569620253164556,0.3130434782608696,5
LAX,8,2401.0,8770.0,11171.0,0.2737742303306728,0.21493151911198638,3
LBB,8,76.0,306.0,382.0,0.24836601307189543,0.19895287958115182,3
LBE,8,12.0,17.0,29.0,0.7058823529411765,0.41379310344827586,5
LBF,8,12.0,42.0,54.0,0.2857142857142857,0.2222222222222222,3
LBL,8,5.0,22.0,27.0,0.22727272727272727,0.18518518518518517,2
LCH,8,31.0,145.0,176.0,0.21379310344827587,0.17613636363636365,2
LEX,8,207.0,629.0,836.0,0.32909379968203495,0.24760765550239233,4
LFT,8,59.0,298.0,357.0,0.19798657718120805,0.16526610644257703,2
LGA,8,1922.0,4668.0,6590.0,0.4117395029991431,0.29165402124430956,5
LGB,8,159.0,392.0,551.0,0.40561224489795916,0.2885662431941924,5
LIH,8,53.0,352.0,405.0,0.15056818181818182,0.1308641975308642,2
LIT,8,211.0,808.0,1019.0,0.26113861386138615,0.2070657507360157,3
LNK,8,24.0,137.0,161.0,0.17518248175182483,0.14906832298136646,2
LRD,8,37.0,171.0,208.0,0.21637426900584794,0.1778846153846154,2
LSE,8,42.0,160.0,202.0,0.2625,0.2079207920792079,3
LWB,8,15.0,27.0,42.0,0.5555555555555556,0.35714285714285715,5
LYH,8,29.0,74.0,103.0,0.3918918918918919,0.2815533980582524,5
MAF,8,127.0,495.0,622.0,0.25656565656565655,0.20418006430868169,3
MBS,8,63.0,191.0,254.0,0.3298429319371728,0.24803149606299213,4
MCI,8,797.0,3010.0,3807.0,0.26478405315614617,0.209351195166798,3
MCO,8,1732.0,4569.0,6301.0,0.3790763843291749,0.2748770036502142,5
MDT,8,117.0,395.0,512.0,0.29620253164556964,0.228515625,4
MDW,8,820.0,2705.0,3525.0,0.3031423290203327,0.2326241134751773,4
MEI,8,14.0,17.0,31.0,0.8235294117647058,0.45161290322580644,5
MEM,8,410.0,1360.0,1770.0,0.3014705882352941,0.23163841807909605,4
MFE,8,107.0,302.0,409.0,0.3543046357615894,0.2616136919315403,5
MFR,8,81.0,300.0,381.0,0.27,0.2125984251968504,3
MGM,8,90.0,293.0,383.0,0.30716723549488056,0.2349869451697128,4
MHK,8,45.0,109.0,154.0,0.41284403669724773,0.2922077922077922,5
MHT,8,171.0,451.0,622.0,0.37915742793791574,0.27491961414790994,5
MIA,8,1043.0,3602.0,4645.0,0.2895613548028873,0.22454251883745963,4
MKE,8,536.0,1702.0,2238.0,0.31492361927144535,0.23949955317247543,4
MKG,8,14.0,46.0,60.0,0.30434782608695654,0.23333333333333334,4
MLB,8,36.0,157.0,193.0,0.22929936305732485,0.18652849740932642,2
MLI,8,87.0,335.0,422.0,0.25970149253731345,0.20616113744075829,3
MLU,8,59.0,229.0,288.0,0.2576419213973799,0.2048611111111111,3
MOB,8,122.0,452.0,574.0,0.26991150442477874,0.21254355400696864,3
MOT,8,24.0,209.0,233.0,0.11483253588516747,0.10300429184549356,2
MQT,8,22.0,99.0,121.0,0.2222222222222222,0.18181818181818182,2
MRY,8,75.0,244.0,319.0,0.3073770491803279,0.23510971786833856,4
MSN,8,272.0,942.0,1214.0,0.28874734607218683,0.22405271828665568,3
MSO,8,65.0,313.0,378.0,0.20766773162939298,0.17195767195767195,2
MSP,8,1361.0,5176.0,6537.0,0.26294435857805254,0.20819947988373871,3
MSY,8,769.0,2552.0,3321.0,0.3013322884012539,0.23155676001204456,4
MTJ,8,30.0,117.0,147.0,0.2564102564102564,0.20408163265306123,3
MVY,8,36.0,136.0,172.0,0.2647058823529412,0.20930232558139536,3
MYR,8,155.0,664.0,819.0,0.23343373493975902,0.18925518925518925,3
OAJ,8,73.0,217.0,290.0,0.33640552995391704,0.2517241379310345,4
OAK,8,530.0,1955.0,2485.0,0.2710997442455243,0.21327967806841047,3
OGD,8,3.0,6.0,9.0,0.5,0.3333333333333333,5
OGG,8,172.0,684.0,856.0,0.25146198830409355,0.20093457943925233,3
OKC,8,390.0,1382.0,1772.0,0.2821997105643994,0.2200902934537246,3
OMA,8,418.0,1538.0,1956.0,0.2717815344603381,0.21370143149284254,3
ONT,8,281.0,794.0,1075.0,0.353904282115869,0.26139534883720933,5
ORD,8,3319.0,8072.0,11391.0,0.4111744301288404,0.2913703801246598,5
ORF,8,452.0,1323.0,1775.0,0.3416477702191988,0.25464788732394367,4
ORH,8,20.0,36.0,56.0,0.5555555555555556,0.35714285714285715,5
OTH,8,13.0,27.0,40.0,0.48148148148148145,0.325,5
PAH,8,22.0,34.0,56.0,0.6470588235294118,0.39285714285714285,5
PBG,8,3.0,15.0,18.0,0.2,0.16666666666666666,2
PBI,8,327.0,1091.0,1418.0,0.2997250229147571,0.2306064880112835,4
PDX,8,976.0,3092.0,4068.0,0.31565329883570503,0.23992133726647,4
PGV,8,38.0,97.0,135.0,0.3917525773195876,0.2814814814814815,5
PHF,8,60.0,190.0,250.0,0.3157894736842105,0.24,4
PHL,8,1487.0,3533.0,5020.0,0.42088876309085765,0.2962151394422311,5
PHX,8,1395.0,4905.0,6300.0,0.28440366972477066,0.22142857142857142,3
PIA,8,88.0,312.0,400.0,0.28205128205128205,0.22,3
PIB,8,4.0,27.0,31.0,0.14814814814814814,0.12903225806451613,2
PIT,8,806.0,2746.0,3552.0,0.29351784413692644,0.22691441441441443,4
PLN,8,10.0,75.0,85.0,0.13333333333333333,0.11764705882352941,2
PNS,8,169.0,719.0,888.0,0.23504867872044508,0.19031531531531531,3
PRC,8,2.0,4.0,6.0,0.5,0.3333333333333333,5
PSC,8,30.0,128.0,158.0,0.234375,0.189873417721519,3
PSE,8,36.0,35.0,71.0,1.0285714285714285,0.5070422535211268,5
PSP,8,129.0,366.0,495.0,0.3524590163934426,0.2606060606060606,5
PUB,8,13.0,41.0,54.0,0.3170731707317073,0.24074074074074073,4
PVD,8,322.0,821.0,1143.0,0.392204628501827,0.28171478565179353,5
PVU,8,5.0,43.0,48.0,0.11627906976744186,0.10416666666666667,2
PWM,8,303.0,859.0,1162.0,0.35273573923166474,0.2607573149741824,5
RAP,8,74.0,328.0,402.0,0.22560975609756098,0.18407960199004975,2
RDD,8,19.0,63.0,82.0,0.30158730158730157,0.23170731707317074,4
RDM,8,71.0,237.0,308.0,0.29957805907172996,0.2305194805194805,4
RDU,8,1025.0,3022.0,4047.0,0.33917935142289873,0.253274030145787,4
RFD,8,4.0,14.0,18.0,0.2857142857142857,0.2222222222222222,3
RHI,8,6.0,54.0,60.0,0.1111111111111111,0.1,2
RIC,8,475.0,1296.0,1771.0,0.36651234567901236,0.2682100508187465,5
RKS,8,13.0,43.0,56.0,0.3023255813953488,0.23214285714285715,4
RNO,8,309.0,963.0,1272.0,0.32087227414330216,0.2429245283018868,4
ROA,8,32.0,156.0,188.0,0.20512820512820512,0.1702127659574468,2
ROC,8,221.0,802.0,1023.0,0.27556109725685785,0.21603128054740958,3
ROW,8,18.0,98.0,116.0,0.1836734693877551,0.15517241379310345,2
RST,8,61.0,219.0,280.0,0.2785388127853881,0.21785714285714286,3
RSW,8,339.0,998.0,1337.0,0.3396793587174349,0.25355272999252054,4
SAF,8,26.0,83.0,109.0,0.3132530120481928,0.23853211009174313,4
SAN,8,1048.0,3776.0,4824.0,0.2775423728813559,0.21724709784411278,3
SAT,8,569.0,1935.0,2504.0,0.29405684754521966,0.2272364217252396,4
SAV,8,297.0,970.0,1267.0,0.3061855670103093,0.23441199684293607,4
SBA,8,145.0,485.0,630.0,0.29896907216494845,0.23015873015873015,4
SBN,8,145.0,479.0,624.0,0.302713987473904,0.23237179487179488,4
SBP,8,82.0,340.0,422.0,0.2411764705882353,0.1943127962085308,3
SCE,8,17.0,109.0,126.0,0.1559633027522936,0.1349206349206349,2
SCK,8,23.0,43.0,66.0,0.5348837209302325,0.3484848484848485,5
SDF,8,396.0,1381.0,1777.0,0.28674873280231716,0.2228474957794035,3
SEA,8,2333.0,5149.0,7482.0,0.45309768887162555,0.31181502272119754,5
SFO,8,3451.0,5883.0,9334.0,0.5866054733979262,0.36972359117205916,5
SGF,8,149.0,550.0,699.0,0.27090909090909093,0.21316165951359084,3
SGU,8,25.0,112.0,137.0,0.22321428571428573,0.18248175182481752,2
SHD,8,8.0,44.0,52.0,0.18181818181818182,0.15384615384615385,2
SHV,8,119.0,445.0,564.0,0.26741573033707866,0.21099290780141844,3
SIT,8,18.0,42.0,60.0,0.42857142857142855,0.3,5
SJC,8,563.0,2252.0,2815.0,0.25,0.2,3
SJT,8,14.0,106.0,120.0,0.1320754716981132,0.11666666666666667,2
SJU,8,422.0,924.0,1346.0,0.45670995670995673,0.3135215453194651,5
SLC,8,1108.0,3937.0,5045.0,0.28143256286512575,0.21962338949454907,3
SLN,8,11.0,16.0,27.0,0.6875,0.4074074074074074,5
SMF,8,587.0,2202.0,2789.0,0.26657584014532243,0.21046970240229473,3
SMX,8,3.0,11.0,14.0,0.2727272727272727,0.21428571428571427,3
SNA,8,456.0,2122.0,2578.0,0.21489161168708765,0.1768813033359193,2
SPI,8,35.0,94.0,129.0,0.3723404255319149,0.2713178294573643,5
SPS,8,12.0,78.0,90.0,0.15384615384615385,0.13333333333333333,2
SRQ,8,64.0,405.0,469.0,0.1580246913580247,0.13646055437100213,2
STC,8,1.0,3.0,4.0,0.3333333333333333,0.25,4
STL,8,900.0,2940.0,3840.0,0.30612244897959184,0.234375,4
STS,8,40.0,111.0,151.0,0.36036036036036034,0.26490066225165565,5
STT,8,9.0,76.0,85.0,0.11842105263157894,0.10588235294117647,2
STX,8,2.0,5.0,7.0,0.4,0.2857142857142857,5
SUN,8,18.0,43.0,61.0,0.4186046511627907,0.29508196721311475,5
SUX,8,30.0,58.0,88.0,0.5172413793103449,0.3409090909090909,5
SWF,8,18.0,67.0,85.0,0.26865671641791045,0.21176470588235294,3
SWO,8,12.0,62.0,74.0,0.1935483870967742,0.16216216216216217,2
SYR,8,281.0,810.0,1091.0,0.3469135802469136,0.25756186984417967,5
TLH,8,101.0,305.0,406.0,0.33114754098360655,0.24876847290640394,4
TOL,8,47.0,87.0,134.0,0.5402298850574713,0.35074626865671643,5
TPA,8,949.0,2692.0,3641.0,0.3525260029717682,0.26064268058225765,5
TRI,8,61.0,200.0,261.0,0.305,0.23371647509578544,4
TTN,8,39.0,94.0,133.0,0.4148936170212766,0.2932330827067669,5
TUL,8,281.0,994.0,1275.0,0.28269617706237427,0.2203921568627451,3
TUS,8,289.0,973.0,1262.0,0.2970195272353546,0.22900158478605387,4
TVC,8,96.0,431.0,527.0,0.22273781902552203,0.18216318785578747,2
TXK,8,15.0,100.0,115.0,0.15,0.13043478260869565,2
TYR,8,24.0,95.0,119.0,0.25263157894736843,0.20168067226890757,3
TYS,8,350.0,964.0,1314.0,0.3630705394190871,0.2663622526636225,5
UIN,8,19.0,31.0,50.0,0.6129032258064516,0.38,5
VEL,8,9.0,44.0,53.0,0.20454545454545456,0.16981132075471697,2
VLD,8,19.0,70.0,89.0,0.2714285714285714,0.21348314606741572,3
VPS,8,101.0,497.0,598.0,0.20321931589537223,0.1688963210702341,2
XNA,8,233.0,798.0,1031.0,0.29197994987468673,0.2259941804073715,4
YUM,8,13.0,100.0,113.0,0.13,0.11504424778761062,2
ABE,8,50.0,202.0,252.0,0.24752475247524752,0.1984126984126984,3
ABI,8,27.0,151.0,178.0,0.17880794701986755,0.15168539325842698,2
ABQ,8,395.0,1361.0,1756.0,0.29022777369581193,0.22494305239179954,4
ABR,8,4.0,57.0,61.0,0.07017543859649122,0.06557377049180328,2
ABY,8,17.0,69.0,86.0,0.2463768115942029,0.19767441860465115,3
ACK,8,55.0,225.0,280.0,0.24444444444444444,0.19642857142857142,3
ACT,8,14.0,131.0,145.0,0.10687022900763359,0.09655172413793103,2
ACV,8,28.0,118.0,146.0,0.23728813559322035,0.1917808219178082,3
ACY,8,26.0,65.0,91.0,0.4,0.2857142857142857,5
AEX,8,39.0,256.0,295.0,0.15234375,0.13220338983050847,2
AGS,8,85.0,302.0,387.0,0.2814569536423841,0.21963824289405684,3
ALB,8,182.0,508.0,690.0,0.35826771653543305,0.263768115942029,5
ALO,8,16.0,41.0,57.0,0.3902439024390244,0.2807017543859649,5
AMA,8,71.0,299.0,370.0,0.23745819397993312,0.1918918918918919,3
ANC,8,275.0,980.0,1255.0,0.28061224489795916,0.21912350597609562,3
APN,8,1.0,28.0,29.0,0.03571428571428571,0.034482758620689655,2
ASE,8,105.0,347.0,452.0,0.3025936599423631,0.2323008849557522,4
ATL,8,2152.0,9020.0,11172.0,0.2385809312638581,0.19262441818832796,3
ATW,8,89.0,289.0,378.0,0.3079584775086505,0.23544973544973544,4
AUS,8,937.0,3101.0,4038.0,0.30216059335698164,0.2320455671124319,4
AVL,8,151.0,440.0,591.0,0.3431818181818182,0.25549915397631134,5
AVP,8,61.0,236.0,297.0,0.2584745762711864,0.2053872053872054,3
AZA,8,1.0,13.0,14.0,0.07692307692307693,0.07142857142857142,2
AZO,8,63.0,216.0,279.0,0.2916666666666667,0.22580645161290322,4
BDL,8,491.0,1244.0,1735.0,0.3946945337620579,0.2829971181556196,5
BFF,8,11.0,42.0,53.0,0.2619047619047619,0.20754716981132076,3
BFL,8,47.0,157.0,204.0,0.29936305732484075,0.23039215686274508,4
BGM,8,20.0,63.0,83.0,0.31746031746031744,0.24096385542168675,4
BGR,8,104.0,282.0,386.0,0.36879432624113473,0.2694300518134715,5
BHM,8,307.0,1052.0,1359.0,0.29182509505703425,0.22590139808682855,4
BIL,8,74.0,247.0,321.0,0.29959514170040485,0.23052959501557632,4
BIS,8,56.0,297.0,353.0,0.18855218855218855,0.15864022662889518,2
BJI,8,5.0,62.0,67.0,0.08064516129032258,0.07462686567164178,2
BKG,8,4.0,9.0,13.0,0.4444444444444444,0.3076923076923077,5
BLI,8,12.0,97.0,109.0,0.12371134020618557,0.11009174311926606,2
BLV,8,4.0,5.0,9.0,0.8,0.4444444444444444,5
BMI,8,53.0,199.0,252.0,0.2663316582914573,0.21031746031746032,3
BNA,8,1050.0,3536.0,4586.0,0.29694570135746606,0.22895769733972962,4
BOI,8,280.0,949.0,1229.0,0.2950474183350896,0.22782750203417412,4
BOS,8,2680.0,5832.0,8512.0,0.45953360768175583,0.3148496240601504,5
BPT,8,11.0,68.0,79.0,0.16176470588235295,0.13924050632911392,2
BQK,8,9.0,82.0,91.0,0.10975609756097561,0.0989010989010989,2
BQN,8,45.0,90.0,135.0,0.5,0.3333333333333333,5
BRD,8,6.0,52.0,58.0,0.11538461538461539,0.10344827586206896,2
BRO,8,39.0,193.0,232.0,0.20207253886010362,0.16810344827586207,2
BTR,8,148.0,526.0,674.0,0.2813688212927757,0.2195845697329377,3
BTV,8,225.0,671.0,896.0,0.3353204172876304,0.25111607142857145,4
BUF,8,447.0,1454.0,1901.0,0.3074277854195323,0.23513940031562336,4
BUR,8,244.0,873.0,1117.0,0.27949599083619703,0.21844225604297224,3
BWI,8,1154.0,3125.0,4279.0,0.36928,0.26968917971488665,5
BZN,8,118.0,433.0,551.0,0.27251732101616627,0.21415607985480944,3
CAE,8,130.0,472.0,602.0,0.2754237288135593,0.2159468438538206,3
CAK,8,193.0,439.0,632.0,0.4396355353075171,0.30537974683544306,5
CGI,8,4.0,22.0,26.0,0.18181818181818182,0.15384615384615385,2
CHA,8,196.0,594.0,790.0,0.32996632996632996,0.2481012658227848,4
CHO,8,128.0,328.0,456.0,0.3902439024390244,0.2807017543859649,5
CHS,8,366.0,1454.0,1820.0,0.2517193947730399,0.2010989010989011,3
CID,8,170.0,601.0,771.0,0.28286189683860236,0.2204928664072633,3
CIU,8,7.0,51.0,58.0,0.13725490196078433,0.1206896551724138,2
CKB,8,16.0,38.0,54.0,0.42105263157894735,0.2962962962962963,5
